case_id,package_sn,title,quality_score,quality_tier,linked_package_count,library_source,source_folder,source_top,source_file,scene,case_type,risk_terms,data_terms,method_terms,evidence_chain,summary
MAGCASE-0113,MAGBUD-0003,国家审计赋能“双碳”目标：内在逻辑与运作机理,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\5.国家审计赋能“双碳”目标： 内在逻辑与运作机理.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志案例算法,违规；风险；挪用；套取；低效；截留；真实性；绩效；偏离；预警,支付；预算；指标；招标；投标；碳排放；资金,指标；评价；回归；预警；分析；审查；研究；体系；路径；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《国家审计赋能“双碳”目标：内在逻辑与运作机理》映射为预算执行与财政管理场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0114,MAGENG-0004,“双碳”目标下烟酒型审计的探索与实践,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\6.“双碳”目标下烟酒型审计的探索与实践.md,工程与投资审计 / 招投标与政府采购 / 财政与政府债务,杂志案例算法,违规；风险；缺陷；预警；漏洞,数据；清单；审批；采购；审计报告；工作底稿,预警；分析；研究；体系；路径；机制；方法；大数据,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《“双碳”目标下烟酒型审计的探索与实践》映射为工程与投资审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0115,MAGBUD-0004,编制“六张清单”开展自然资源产离任审计,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\7.编制“六张清单”开展自然资源产离任审计.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志案例算法,风险；重复；绩效；预警,数据；清单；图斑；报表；资产；资金；审计报告,评价；核查；预警；分析；验证；研究；体系；机制；方法；数字化,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《编制“六张清单”开展自然资源产离任审计》映射为预算执行与财政管理场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0116,MAGENV-0004,立足“严”的主基调构建审计机关容错纠错机制,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\8.立足“严”的主基调构建审计机关容错纠错机制.md,资源环境审计 / 绩效评价 / 财政与政府债务,杂志案例算法,违规；风险；损失；绩效；违法,资产；资金；审计报告,评价；关联；识别；分析；审查；研究；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《立足“严”的主基调构建审计机关容错纠错机制》映射为资源环境审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0117,MAGSUPV-0071,审计期望差距对注册会计师法律责任的影响分析,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\9.审计期望差距对注册会计师法律责任的影响分析.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,风险；舞弊；损失；真实性；违法；错报,数据；报表；会计；审计报告,模型；评价；抽样；识别；分析；研究；体系；人工智能,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《审计期望差距对注册会计师法律责任的影响分析》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0118,MAGBUD-0005,0001财政内部控制,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\0001财政内部控制.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志指标包,风险；舞弊；内控；绩效；漏洞；腐败,预算；资金,体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《0001财政内部控制》映射为预算执行与财政管理场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0119,MAGSUPV-0072,主题教育成果要转化成财会监督“物质的力量,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\001.主题教育成果要转化成财会监督“物质的力量.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；异常；风险；重复；超预算；挪用；损失；低效；闲置；截留,数据；台账；清单；合同；发票；支付；流水；预算；决算；指标,算法；模型；规则；指标；评价；核查；穿透；关联；抽样；预警,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《主题教育成果要转化成财会监督“物质的力量》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0120,MAGSOC-0008,001呵护我们共有“生态”,76,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\001呵护我们共有“生态”.md,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,杂志规则包,风险；违法,,体系,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《001呵护我们共有“生态”》映射为民生与社保医保场景的杂志规则包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0121,MAGBUD-0006,001财政“自我持续增长”的治理之路,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\001财政“自我持续增长”的治理之路.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志指标包,风险；绩效；腐败,支付；预算,体系,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《001财政“自我持续增长”的治理之路》映射为预算执行与财政管理场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0122,MAGAGR-0009,002中国式现代化引领财政现代化的历史脉络与展望,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\002中国式现代化引领财政现代化的历史脉络与展望.md,农业农村审计 / 金融审计 / 财政与政府债务,杂志案例算法,风险；绩效,数据；支付；预算；决算；采购；资产；申报；税收；资金；会计,算法；规则；评价；分析；研究；体系；路径；机制；方法；大数据,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《002中国式现代化引领财政现代化的历史脉络与展望》映射为农业农村审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0123,MAGSUPV-0073,002努力做到三个“紧紧跟随”以主题教育推动财政监管事业高质量发展,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\002努力做到三个“紧紧跟随”以主题教育推动财政监管事业高质量发展.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,风险；低效；闲置；内控；真实性；绩效,数据；支付；预算；决算；资产；资金；会计；工作底稿,评价；核查；穿透；监测；分析；研究；体系；机制；方法；大数据,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《002努力做到三个“紧紧跟随”以主题教育推动财政监管事业高质量发展》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0124,MAGSUPV-0074,002多措并举持续推动绩效评价提质增效,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\002多措并举持续推动绩效评价提质增效.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,真实性；绩效；偏离,数据；清单；支付；预算；指标；样本；报表；采购；绩效目标；资产,规则；指标；评价；评分；比对；核查；关联；监测；分析；审查,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《002多措并举持续推动绩效评价提质增效》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0125,MAGTAX-0004,002系统推进财政内控制度建设的脉络、维度与进路,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\002系统推进财政内控制度建设的脉络、维度与进路.md,税务审计 / 预算执行与财政管理 / 财政与政府债务,杂志内控包,违规；风险；内控；绩效；预警；违法,数据；合同；支付；预算；决算；指标；采购；资产；税收；资金,算法；规则；指标；评价；核查；穿透；关联；预警；分析；研究,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《002系统推进财政内控制度建设的脉络、维度与进路》映射为税务审计场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0126,MAGFIN-0011,003中国式现代化进程中财会监督发展历程与展望,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\003中国式现代化进程中财会监督发展历程与展望.md,金融审计 / 国企审计 / 监督检查与经费舞弊,杂志案例算法,违规；风险；挪用；损失；内控；绩效；漏洞,数据；预算；指标；采购；税收；资金；会计,算法；规则；指标；评价；核查；分析；研究；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《003中国式现代化进程中财会监督发展历程与展望》映射为金融审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0127,MAGSUPV-0075,003充分发挥绩效评价“手术刀”作用，为财政经济高质量发展提供坚强保障,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\003充分发挥绩效评价“手术刀”作用，为财政经济高质量发展提供坚强保障.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志指标包,风险；低效；绩效；偏离,台账；支付；预算；指标；样本；采购；资产；资金；会计,规则；指标；评价；评分；分析；研究；体系；路径；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《003充分发挥绩效评价“手术刀”作用，为财政经济高质量发展提供坚强保障》映射为监督检查与经费舞弊场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
