optimized_sn,previous_optimized_sn,sn,name,type,priority,complexity,quality_score,quality_tier,curation_status,scene,biz_line,risk_mechanism,assigned_agents,library_source,source_title,topic,source_file,audit_goal,data_dependencies,output_type,duplicate_merged_count,related_candidates
OPTTAX-0002,OPTTAX-0002,MAGTAX-0007,008构建“三全”预算绩效管理体系做实财政运行综合绩效评价案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,案例规则,data_scout / law_inspector,magazine_435_articles,008构建“三全”预算绩效管理体系做实财政运行综合绩效评价,008构建“三全”预算绩效管理体系做实财政运行综合绩效评价,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\008构建“三全”预算绩效管理体系做实财政运行综 合绩效评价.md,基于杂志案例《008构建“三全”预算绩效管理体系做实财政运行综合绩效评价》提炼“008构建“三全”预算绩效管理体系做实财政运行综合绩效评价”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,008构建“三全”预算绩效管理体系做实财政运行综合绩效评价疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTTAX-0003,OPTTAX-0003,MAGTAX-0010,020企业构建世界一流财务管理体系的实践探索案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,案例规则,data_scout / law_inspector,magazine_435_articles,020企业构建世界一流财务管理体系的实践探索,020企业构建世界一流财务管理体系的实践探索,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\020企业构建世界一流财务管理体系的实践探索.md,基于杂志案例《020企业构建世界一流财务管理体系的实践探索》提炼“020企业构建世界一流财务管理体系的实践探索”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；纳税申报表；发票明细；税收优惠台账,020企业构建世界一流财务管理体系的实践探索疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTTAX-0004,OPTTAX-0004,MAGTAX-0011,021基于平衡记分卡的Z烟草工业企业综合绩效管理体系构建案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,案例规则,data_scout / law_inspector,magazine_435_articles,021基于平衡记分卡的Z烟草工业企业综合绩效管理体系构建,021基于平衡记分卡的Z烟草工业企业综合绩效管理体系构建,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\021基于平衡记分卡的Z 烟草工业企业综合绩效管理体系构建.md,基于杂志案例《021基于平衡记分卡的Z烟草工业企业综合绩效管理体系构建》提炼“021基于平衡记分卡的Z烟草工业企业综合绩效管理体系构建”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,021基于平衡记分卡的Z烟草工业企业综合绩效管理体系构建疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTTAX-0005,OPTTAX-0005,MAGTAX-0015,产业扶持政策绩效评价难点及对策探析案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,案例规则,data_scout / law_inspector,magazine_435_articles,产业扶持政策绩效评价难点及对策探析,产业扶持政策绩效评价难点及对策探析,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.产业扶持政策绩效评价难点及对策探析.md,基于杂志案例《产业扶持政策绩效评价难点及对策探析》提炼“产业扶持政策绩效评价难点及对策探析”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,产业扶持政策绩效评价难点及对策探析疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTTAX-0006,OPTTAX-0006,MAGTAX-0036,以内控信息化加快推进财政数字化改革的探索案例检测算法,杂志案例算法,P0,L4,100,A,算法候选-严格保留,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,案例规则,data_scout / law_inspector,magazine_435_articles,以内控信息化加快推进财政数字化改革的探索,以内控信息化加快推进财政数字化改革的探索,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\5.以内控信息化加快推进财政数字化改革的探索.md,基于杂志案例《以内控信息化加快推进财政数字化改革的探索》提炼“以内控信息化加快推进财政数字化改革的探索”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,以内控信息化加快推进财政数字化改革的探索疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTTAX-0007,OPTTAX-0007,MAGTAX-0017,钢铁企业绿色创新绩效评价体系的探讨与应用案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,案例规则,data_scout / law_inspector,magazine_435_articles,关于钢铁企业绿色创新绩效评价体系的探讨与应用,钢铁企业绿色创新绩效评价体系的探讨与应用,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.关于钢铁企业绿色创新绩效评价体系的探讨与应用.md,基于杂志案例《关于钢铁企业绿色创新绩效评价体系的探讨与应用》提炼“钢铁企业绿色创新绩效评价体系的探讨与应用”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,钢铁企业绿色创新绩效评价体系的探讨与应用疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTTAX-0008,OPTTAX-0008,MAGTAX-0040,创造价值，管控风险：财务管理变革中的央企实践案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,异常性,data_scout / law_inspector,magazine_435_articles,创造价值，管控风险：财务管理变革中的央企实践,创造价值，管控风险：财务管理变革中的央企实践,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\9.创造价值，管控风险：财务管理变革中的央企 实践.md,基于杂志案例《创造价值，管控风险：财务管理变革中的央企实践》提炼“创造价值，管控风险：财务管理变革中的央企实践”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；纳税申报表；发票明细；税收优惠台账,创造价值，管控风险：财务管理变革中的央企实践疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTTAX-0009,OPTTAX-0009,MAGTAX-0023,医药企业境内分拆上市动因及绩效研究案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,案例规则,data_scout / law_inspector,magazine_435_articles,医药企业境内分拆上市动因及绩效研究,医药企业境内分拆上市动因及绩效研究,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\18.医药企业境内分拆上市动因及绩效研究.md,基于杂志案例《医药企业境内分拆上市动因及绩效研究》提炼“医药企业境内分拆上市动因及绩效研究”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,医药企业境内分拆上市动因及绩效研究疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTTAX-0010,OPTTAX-0010,MAGTAX-0026,地方财政内控信息化建设实践与探索案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,案例规则,data_scout / law_inspector,magazine_435_articles,地方财政内控信息化建设实践与探索,地方财政内控信息化建设实践与探索,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\2.地方财政内控信息化建设实践与探索.md,基于杂志案例《地方财政内控信息化建设实践与探索》提炼“地方财政内控信息化建设实践与探索”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,地方财政内控信息化建设实践与探索疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTTAX-0011,OPTTAX-0011,MAGTAX-0029,强化财政内控建设的实践与思考案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,案例规则,data_scout / law_inspector,magazine_435_articles,强化财政内控建设的实践与思考,强化财政内控建设的实践与思考,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\20.强化财政内控建设的实践与思考.md,基于杂志案例《强化财政内控建设的实践与思考》提炼“强化财政内控建设的实践与思考”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,强化财政内控建设的实践与思考疑点清单、命中规则、风险等级、证据链、核查建议,,
