sn,name,type,package_kind,priority,complexity,scene,biz_line,risk_mechanism,assigned_agents,source_kind,source_top,source_title,topic,merge_action,audit_goal,data_dependencies,output_type,source_file
PERFV6D-023,环境绩效审计实务指南-饮用水保护工程项目资金投入情况检测算法,算法候选,algorithm,P1,L3,绩效评价 / 资源环境审计 / 预算执行与财政管理,绩效/绩效评价,绩效偏离,performance_evaluator / budget_estimator,book,绩效,环境绩效审计实务指南,饮用水保护工程项目资金投入情况,新增,基于《环境绩效审计实务指南》中“饮用水保护工程项目资金投入情况”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,饮用水保护工程项目资金投入情况疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\绩效\环境绩效审计实务指南.pdf.md
PERFV6D-024,环境绩效审计实务指南-审计发现的主要问题举例内控核查包,内控包,control_pack,P1,L2,绩效评价 / 资源环境审计 / 预算执行与财政管理,绩效/绩效评价,合规性,performance_evaluator / budget_estimator,book,绩效,环境绩效审计实务指南,审计发现的主要问题举例,新增,基于《环境绩效审计实务指南》中“审计发现的主要问题举例”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,审计发现的主要问题举例控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\绩效\环境绩效审计实务指南.pdf.md
PERFV6D-025,环境绩效审计实务指南-绩效目标合理性规则包,规则包,rule_pack,P1,L2,绩效评价 / 资源环境审计 / 预算执行与财政管理,绩效/绩效评价,合规性,performance_evaluator / budget_estimator,book,绩效,环境绩效审计实务指南,绩效目标合理性,新增,基于《环境绩效审计实务指南》中“绩效目标合理性”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,绩效目标合理性规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\绩效\环境绩效审计实务指南.pdf.md
PERFV6D-026,绩效审计一个计量的过程和方法-绩效审计一个计量的过程和方法.pdf检测算法,算法候选,algorithm,P0,L3,绩效评价 / 预算执行与财政管理 / 财政与政府债务,绩效/绩效评价,绩效偏离,performance_evaluator / budget_estimator,book,绩效,绩效审计一个计量的过程和方法,绩效审计一个计量的过程和方法.pdf,新增,基于《绩效审计一个计量的过程和方法》中“绩效审计一个计量的过程和方法.pdf”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,绩效审计一个计量的过程和方法.pdf疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\绩效\绩效审计一个计量的过程和方法.pdf.md
PERFV6D-027,绩效审计一个计量的过程和方法-审计的分类和绩效审计的类型规则包,规则包,rule_pack,P1,L2,绩效评价 / 预算执行与财政管理 / 财政与政府债务,绩效/绩效评价,合规性,performance_evaluator / budget_estimator,book,绩效,绩效审计一个计量的过程和方法,审计的分类和绩效审计的类型,新增,基于《绩效审计一个计量的过程和方法》中“审计的分类和绩效审计的类型”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,审计的分类和绩效审计的类型规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\绩效\绩效审计一个计量的过程和方法.pdf.md
PERFV6D-028,绩效审计一个计量的过程和方法-证据与审计文档指标包,指标包,indicator_pack,P1,L3,绩效评价 / 预算执行与财政管理 / 财政与政府债务,绩效/绩效评价,绩效偏离,performance_evaluator / budget_estimator,book,绩效,绩效审计一个计量的过程和方法,证据与审计文档,新增,基于《绩效审计一个计量的过程和方法》中“证据与审计文档”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,证据与审计文档指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\绩效\绩效审计一个计量的过程和方法.pdf.md
PERFV6D-029,绩效审计一个计量的过程和方法-在年度计划中选择绩效审计项目检测算法,算法候选,algorithm,P1,L3,绩效评价 / 预算执行与财政管理 / 财政与政府债务,绩效/绩效评价,绩效偏离,performance_evaluator / budget_estimator,book,绩效,绩效审计一个计量的过程和方法,在年度计划中选择绩效审计项目,新增,基于《绩效审计一个计量的过程和方法》中“在年度计划中选择绩效审计项目”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,在年度计划中选择绩效审计项目疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\绩效\绩效审计一个计量的过程和方法.pdf.md
PERFV6D-030,绩效审计一个计量的过程和方法-选择范围和方法：审计计划阶段的第三步内控核查包,内控包,control_pack,P1,L2,绩效评价 / 预算执行与财政管理 / 财政与政府债务,绩效/绩效评价,合规性,performance_evaluator / budget_estimator,book,绩效,绩效审计一个计量的过程和方法,选择范围和方法：审计计划阶段的第三步,新增,基于《绩效审计一个计量的过程和方法》中“选择范围和方法：审计计划阶段的第三步”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,选择范围和方法：审计计划阶段的第三步控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\绩效\绩效审计一个计量的过程和方法.pdf.md
PERFV6D-031,绩效审计一个计量的过程和方法-以标杆对比法开展的绩效审计规则包,规则包,rule_pack,P1,L2,绩效评价 / 预算执行与财政管理 / 财政与政府债务,绩效/绩效评价,合规性,performance_evaluator / budget_estimator,book,绩效,绩效审计一个计量的过程和方法,以标杆对比法开展的绩效审计,新增,基于《绩效审计一个计量的过程和方法》中“以标杆对比法开展的绩效审计”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,以标杆对比法开展的绩效审计规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\绩效\绩效审计一个计量的过程和方法.pdf.md
PERFV6D-032,绩效审计一个计量的过程和方法-政府审计的演变：处于前沿的绩效审计指标包,指标包,indicator_pack,P1,L3,绩效评价 / 预算执行与财政管理 / 财政与政府债务,绩效/绩效评价,绩效偏离,performance_evaluator / budget_estimator,book,绩效,绩效审计一个计量的过程和方法,政府审计的演变：处于前沿的绩效审计,新增,基于《绩效审计一个计量的过程和方法》中“政府审计的演变：处于前沿的绩效审计”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,政府审计的演变：处于前沿的绩效审计指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\绩效\绩效审计一个计量的过程和方法.pdf.md
